artist_name,canonical_key,primary_bucket,secondary_buckets,era_focus,scene_depth,seed_priority,seed_score,confidence,confidence_score,inclusion_rationale,source_basis,source_url,review_flag
Satori,satori,Afro / Organic / Global House,3-step; Afro House; Afro Latin; Afro Tech; Afterlife; Amapiano-adjacent; Anjunadeep; Brazilian House; Deep House; Diynamic; Ibiza lineage; Indie Dance; Innervisions; Latin / Tribal / Brazilian House; Latin House; Melodic / Progressive House; Melodic House & Techno; Organic House; Progressive House; This Never Happened; Tribal House; afro / organic / global house; afro house; afro melodic; amapiano-adjacent; ambient house; arabic/mena; balearic; organic; progressive; progressive house; rave; tribal,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,Included to widen Afro/organic/global house coverage beyond mainstream festival names.,Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Satoshi Tomiie,satoshi tomiie,Melodic / Progressive House,Classic / Ibiza / European House & Tech; Deep House; Detroit; European House; House; Ibiza; Ibiza lineage; Indie Dance; Melodic House & Techno; New Jersey; Organic House; Progressive; Progressive House; Tech House; ambient house; balearic; broken beat-adjacent; deep / soulful / classic / gospel / Detroit house; deep house; gospel; progressive; rave; soulful,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Scan 7,scan 7,Classic / Deep / Soulful House,Chicago House; NYC House; Detroit House; Garage House; Soulful House; Vocal House,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
SCOPE,scope,Classic / Deep / Soulful House,Chicago House; NYC House; Detroit House; Garage House; Soulful House; Vocal House,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Scorsi,scorsi,Latin / Brazilian / Iberian house,brazilian bass; latin house; tribal latin; ibiza/iberia,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Scott Garcia,scott garcia,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Scratcha DVA,scratcha dva,UK Garage / Bassline / UK House,2-step; Bassline; Future Garage; Garage House; Speed Garage; UK Funky; UK House; UK funky; UK house / garage / club / bassline; UKG; afro-house adjacency for recommendation bridges; bass house; club culture; club music; deep/garage/tech/afro/melodic mix; identity/scene priors; speed garage,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,metadata_enrichment_needed
Scratchclart,scratchclart,amapiano / 3-step / afro-club adjacent,afro-house adjacency for recommendation bridges,2010s-2020s,F_house_adjacent_expansion,5,25,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_afro,https://musicbrainz.org/genre/07041357-bba4-415f-8b9b-5423ae05f907,metadata_enrichment_needed
Screamin' Rachael,screamin rachael,Chicago / acid / jackin / ghetto house,acid house; jackin house; ghetto house; juke/footwork roots,1980s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
SCRIPT,script,Current chart leaders,Afro House; Deep House; Deep Tech; Emerging / Niche House Radar; House; Indie Dance; Melodic House; Melodic House & Techno; Progressive House; Tech House; UK House,2020s,Current chart leader / high-signal,1,100,High,3,Pulled from current Beatport/Traxsource chart ecosystems and related release contexts.,Traxsource Top 500 2025,https://www.beatportal.com/articles/1210869-house-the-top-selling-tracks-artists-and-labels-of-2025,
Scrubfish,scrubfish,Chicago / acid / jackin / ghetto house,acid house; jackin house; ghetto house; juke/footwork roots,1980s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Scuba,scuba,deep / progressive / underground expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail house-adjacent base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
SculpturedMusic,sculpturedmusic,afro / organic / global house,afro house; afro melodic; organic; arabic/mena; tribal; 3-step; amapiano-adjacent,2010s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,beatportal_afro,https://www.beatportal.com/articles/556880-afro-house-is-now-a-beatport-hype-genre,metadata_enrichment_needed
Sde,sde,Melodic / Progressive House,Melodic House & Techno; Progressive House; Organic House; Indie Dance,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Seahawks,seahawks,French touch / filter / nu-disco / disco house,filter house; french house; disco edits; nu-disco; balearic; progressive; ambient house; rave; Ibiza lineage,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Seamus Haji,seamus haji,Classic / Deep / Soulful House,Balearic; Chicago House; Detroit; Detroit House; Disco / Nu-Disco / Jackin / Balearic House; French Touch; Funky House; Garage House; Indie Dance; Jackin House; NYC House; New Jersey; Nu-Disco; Soulful House; Vocal House; broken beat-adjacent; deep / soulful / disco house; deep house; gospel; soulful,1980s-2010s,Legacy / foundation / core,1,100,High,3,deep/soulful/classic house base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Sean Johnston,sean johnston,classic rave / progressive / balearic house-adjacent,balearic; progressive; ambient house; rave; Ibiza lineage,1980s-2000s,E_long_tail_niche_seed,4,40,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,ra_underground,https://www.youredm.com/2016/12/06/resident-advisor-releases-2016-poll-top-djs/,metadata_enrichment_needed
Sean McCabe,sean mccabe,Classic / Deep / Soulful House,Chicago House; Detroit; Detroit House; Garage House; NYC House; New Jersey; Soulful House; Vocal House; broken beat-adjacent; deep / soulful / classic / gospel / Detroit house; deep house; gospel; soulful,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Seb Fontaine,seb fontaine,Legacy / Crossover House Reference,House; Euro House; Vocal House; Electro House; Progressive crossover,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Seb Zito,seb zito,Tech House / Minimal / Deep Tech,Club House; Cuttin Headz; Deep Tech; Fuse; Hot Creations; House; Microhouse; Minimal; PIV; Peak-time House; Solid Grooves; Tech House; Toolroom; Toolroom / Defected / Club House Radar; UK Tech House; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
SebastiAn,sebastian,French touch / filter / nu-disco / disco house,filter house; french house; disco edits; nu-disco,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Sebastian Busto,sebastian busto,Melodic / Progressive House,Melodic House & Techno; Progressive House; Organic House; Indie Dance,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Sebastian Ingrosso,sebastian ingrosso,Mainstream / Crossover House,Dance Pop; Electro House; Future House; Progressive Crossover; Tropical House; bass/future house; commercial discovery bridge; house-pop; mainstage / commercial / future / bass house bridge,2000s-2020s,Mainstream crossover / broad recall,4,40,Medium,2,Included for broad recall and commercial/streaming-oriented house adjacency; lower priority for niche house taste models.,Wikipedia Progressive House Artists,https://en.wikipedia.org/wiki/List_of_progressive_house_artists,metadata_enrichment_needed
Sebastian Ledher,sebastian ledher,Tech House / Minimal / Deep Tech,Tech House; Minimal; Deep Tech; Microhouse; UK Tech House,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Sebastian Leger,sebastian leger,Latin / Tribal / Brazilian House,Latin House; Tribal House; Brazilian House; Organic House; Afro Latin,1990s-2020s,Regional / scene coverage,3,60,Medium,2,"Included for Latin, tribal, Brazilian and Iberian house coverage that frequently overlaps Afro/organic house.",MusicBrainz Genre List,https://musicbrainz.org/genres,
Sebastian Sellares,sebastian sellares,melodic house / melodic techno / progressive,Afterlife; Anjunadeep; Diynamic; Innervisions; This Never Happened; progressive house,2010s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,beatport_genres,https://greenroomsupport.beatport.com/hc/en-us/articles/41043520429076-Beatport-Genres-Including-NEW-Open-Format-Genres,metadata_enrichment_needed
Sebastien Leger,sebastien leger,Current chart leaders,3-step; Afro House; Afterlife; Anjunadeep; Classic / Ibiza / European House & Tech; Deep House; Diynamic; European House; House; Ibiza; Ibiza lineage; Indie Dance; Innervisions; Melodic / Progressive House; Melodic House & Techno; Organic House; Progressive; Progressive House; Tech House; This Never Happened; afro house; afro melodic; amapiano-adjacent; ambient house; arabic/mena; balearic; melodic / progressive / organic house; organic; progressive; progressive house; rave; tribal,2020s,Current chart leader / high-signal,1,100,High,3,melodic/progressive base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1210869-house-the-top-selling-tracks-artists-and-labels-of-2025,
Sebb Junior,sebb junior,Tech House / Minimal / Deep Tech,Balearic; Deep Tech; Detroit; Disco / Nu-Disco / Jackin / Balearic House; French Touch; Funky House; Indie Dance; Jackin House; Microhouse; Minimal; New Jersey; Nu-Disco; Tech House; UK Tech House; broken beat-adjacent; deep / soulful / disco house; deep house; gospel; soulful,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,deep/soulful/classic house base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Sebjak,sebjak,Afro / Organic / Global House,Afro House; Afro Tech; Amapiano-adjacent; Deep House; Indie Dance; Melodic / Progressive House; Melodic House & Techno; Organic House; Progressive House; Tribal House,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,Included to widen Afro/organic/global house coverage beyond mainstream festival names.,Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,
Secondcity,secondcity,Tech House / Minimal / Deep Tech,2-step; Bassline; Club House; Cuttin Headz; Deep Tech; Fuse; Future Garage; Garage House; Hot Creations; House; Microhouse; Minimal; PIV; Peak-time House; Solid Grooves; Speed Garage; Tech House; Toolroom; Toolroom / Defected / Club House Radar; UK Funky; UK Garage / Bassline / UK House; UK House; UK Tech House; UK funky; UKG; bass house; club music; speed garage; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Sedee,sedee,Tech House / Minimal / Deep Tech,Tech House; Minimal; Deep Tech; Microhouse; UK Tech House,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Sef Kombo,sef kombo,Afro / Organic / Global House,3-step; Afro House; Afro Tech; Amapiano-adjacent; Deep House; Organic House; Tribal House; afro / organic / global house; afro house; afro melodic; amapiano-adjacent; arabic/mena; club culture; deep/garage/tech/afro/melodic mix; identity/scene priors; organic; tribal,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,Included to widen Afro/organic/global house coverage beyond mainstream festival names.,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Semi Tee,semi tee,amapiano / 3-step / afro-club adjacent,afro-house adjacency for recommendation bridges,2010s-2020s,F_house_adjacent_expansion,5,25,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_afro,https://musicbrainz.org/genre/07041357-bba4-415f-8b9b-5423ae05f907,metadata_enrichment_needed
Sepp,sepp,Tech House / Minimal / Deep Tech,Cuttin Headz; Deep Tech; Fuse; Hot Creations; Microhouse; Minimal; PIV; Solid Grooves; Tech House; Toolroom; UK Tech House; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Serve Cold,serve cold,user-priority / missing-name correction,priority additions requested by user; Afterlife; Anjunadeep; Diynamic; Innervisions; This Never Happened; progressive house,2020s,B_priority_niche_or_user_example,1,100,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,user_examples,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Session Victim,session victim,Disco / Nu-Disco / Jackin / Balearic House,Balearic; Cuttin Headz; Detroit; French Touch; Funky House; Fuse; Hot Creations; Indie Dance; Jackin House; New Jersey; Nu-Disco; PIV; Solid Grooves; Toolroom; ambient house; artist projects and aliases useful for matching releases; broken beat-adjacent; broken house; deep house; disco edits; filter house; french house; gospel; leftfield club; lo-fi house; nu-disco; outsider house; soulful; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Seth Troxler,seth troxler,tech house / minimal / club house,Solid Grooves; Hot Creations; PIV; Fuse; Cuttin Headz; Toolroom; tech-house long-tail,mixed,C_current_global_house,2,80,High,3,tech-house and modern club base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Seven Lions,seven lions,Mainstream / Crossover House,Electro House; Future House; Progressive Crossover; Dance Pop; Tropical House,2000s-2020s,Mainstream crossover / broad recall,4,40,Medium,2,Included for broad recall and commercial/streaming-oriented house adjacency; lower priority for niche house taste models.,Wikipedia Progressive House Artists,https://en.wikipedia.org/wiki/List_of_progressive_house_artists,
Sevenkey,sevenkey,Afro / Organic / Global House,Afro House; Deep House; Afro Latin; Compilation-radar,2020s,Niche / release-radar,4,40,Medium,2,Added from current Beatport/Traxsource release contexts to capture niche Afro/organic names similar to Moojo/Grigoré universe.,Beatport Moojo,https://www.beatport.com/artist/moojo/755245,
Severino,severino,deep / progressive / underground expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail house-adjacent base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Sex Tags Mania,sex tags mania,leftfield / lo-fi / outsider / experimental house,lo-fi house; outsider house; ambient house; broken house; leftfield club,1990s-2020s,E_long_tail_niche_seed,4,40,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,ra_underground,https://www.youredm.com/2016/12/06/resident-advisor-releases-2016-poll-top-djs/,metadata_enrichment_needed
SG Lewis,sg lewis,mainstage / commercial / future / bass house bridge,commercial discovery bridge; house-pop; bass/future house,2000s-2020s,F_house_adjacent_expansion,5,25,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,djmag_top100,https://djmag.com/top100djs,metadata_enrichment_needed
SGVO,sgvo,afro / organic / global house,afro house; afro melodic; organic; arabic/mena; tribal; 3-step; amapiano-adjacent,2010s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,beatportal_afro,https://www.beatportal.com/articles/556880-afro-house-is-now-a-beatport-hype-genre,metadata_enrichment_needed
Sha Sha,sha sha,South African House / Afro Tech / Amapiano-adjacent,Afro House; Afro Tech; Amapiano; Deep House; Gqom-adjacent; afro-house adjacency for recommendation bridges; amapiano / 3-step / afro-club adjacent,1990s-2020s,Regional core + adjacent,2,80,Medium,2,Expanded South African house/Afro-tech/aMapiano-adjacent universe that informs Afro-house discovery.,Wikipedia Afro House,https://en.wikipedia.org/wiki/Afro_house,metadata_enrichment_needed
Shadow Child,shadow child,Tech House / Minimal / Deep Tech,2-step; Bassline; Cuttin Headz; Deep Tech; Fuse; Future Garage; Garage House; Hot Creations; Microhouse; Minimal; PIV; Solid Grooves; Speed Garage; Tech House; Toolroom; UK Funky; UK Garage / Bassline / UK House; UK House; UK Tech House; UK funky; UKG; bass house; club music; speed garage; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Shaf Huse,shaf huse,tech house / minimal / deep tech / rominimal,Solid Grooves; Hot Creations; PIV; Fuse; Cuttin Headz; Toolroom; tech-house long-tail,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_tech,https://musicbrainz.org/genre/1f9c4b4a-c43d-40bd-b806-357153641fd0,metadata_enrichment_needed
Shai T,shai t,melodic house / melodic techno / progressive,Afro Latin; Afterlife; Anjunadeep; Brazilian House; Diynamic; Innervisions; Latin / Tribal / Brazilian House; Latin House; Organic House; This Never Happened; Tribal House; progressive house,2010s-2020s,C_current_global_house,2,80,High,3,"Included for Latin, tribal, Brazilian and Iberian house coverage that frequently overlaps Afro/organic house.",beatport_genres,https://greenroomsupport.beatport.com/hc/en-us/articles/41043520429076-Beatport-Genres-Including-NEW-Open-Format-Genres,metadata_enrichment_needed
Shakedown,shakedown,deep / progressive / underground expansion,Electro House; Euro House; House; Legacy / Crossover House Reference; Progressive crossover; Vocal House,mixed,E_long_tail_niche_seed,4,40,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,curated_knowledge,https://musicbrainz.org/genres,
Shall Ocin,shall ocin,melodic / progressive / organic house,Afterlife; Anjunadeep; Diynamic; Innervisions; This Never Happened; progressive house,mixed,C_current_global_house,2,80,High,3,melodic/progressive base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Shanks & Bigfoot,shanks and bigfoot,UK Garage / Bassline / UK House,Garage House; Speed Garage; Bassline; UK Funky; Future Garage; UK House,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,
Shanti Celeste,shanti celeste,Lo-Fi / Leftfield / Underground House,2-step; Balearic; Chicago / acid / jackin / ghetto house; Deep House; Leftfield House; Lo-Fi House; Minimal; UK funky; UKG; Underground; acid house; ambient house; bass house; broken house; club culture; club music; deep/garage/tech/afro/melodic mix; ghetto house; identity/scene priors; jackin house; juke/footwork roots; leftfield club; lo-fi house; outsider house; speed garage,2000s-2020s,Tastemaker / underground coverage,3,60,Medium,2,"Included for less obvious underground house, leftfield and selector-driven discovery routes.",AcousticBrainz Genre Dataset,https://mtg.github.io/acousticbrainz-genre-dataset/,metadata_enrichment_needed
Shapeless,shapeless,Latin / Brazilian / Iberian house,brazilian bass; latin house; tribal latin; ibiza/iberia,2000s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Sharam,sharam,labels / collectives / aliases with house relevance,artist projects and aliases useful for matching releases,mixed,E_long_tail_niche_seed,4,40,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,metadata_enrichment_needed
Shaun Escoffery,shaun escoffery,deep / soulful / disco house,,mixed,D_underground_scene_important,3,60,High,3,deep/soulful/classic house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Shaun J. Wright,shaun j wright,Chicago / acid / jackin / ghetto house,acid house; jackin house; ghetto house; juke/footwork roots; identity/scene priors; club culture; deep/garage/tech/afro/melodic mix,1980s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Shaun Reeves,shaun reeves,Classic / Ibiza / European House & Tech,Cuttin Headz; Deep House; European House; Fuse; Hot Creations; House; Ibiza; PIV; Progressive; Solid Grooves; Tech House; Toolroom; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2010s,Legacy + Ibiza ecosystem,2,80,Medium,2,Included for Ibiza/European house and tech-house ecosystems that anchor many modern taste graphs.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Shawn Christopher,shawn christopher,Legacy / Crossover House Reference,House; Euro House; Vocal House; Electro House; Progressive crossover,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Shep Pettibone,shep pettibone,deep / soulful / classic / gospel / Detroit house,Detroit; Electro House; Euro House; House; Legacy / Crossover House Reference; New Jersey; Progressive crossover; Vocal House; broken beat-adjacent; deep house; gospel; soulful,1980s-2020s,D_underground_scene_important,3,60,High,3,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,traxsource_house,https://www.traxsource.com/,metadata_enrichment_needed
Sherelle,sherelle,women / queer / community-led house discovery,identity/scene priors; club culture; deep/garage/tech/afro/melodic mix,1990s-2020s,E_long_tail_niche_seed,4,40,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,metadata_enrichment_needed
Shermanology,shermanology,Tech House / Minimal / Deep Tech,Afro House; Deep Tech; Emerging / Niche House Radar; Indie Dance; Melodic House; Microhouse; Minimal; Tech House; UK House; UK Tech House,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Shiba San,shiba san,Tech House / Minimal / Deep Tech,Cuttin Headz; Deep Tech; Fuse; Hot Creations; Microhouse; Minimal; PIV; Solid Grooves; Tech House; Toolroom; UK Tech House; artist projects and aliases useful for matching releases; bass/future house; commercial discovery bridge; house-pop; tech house / minimal / club house; tech-house long-tail,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,tech-house and modern club base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Shift K3Y,shift k3y,UK Garage / Bassline / UK House,Bassline; Future Garage; Garage House; Speed Garage; UK Funky; UK House; commercial / festival / house-adjacent,1990s-2020s,Core + contemporary UK scene coverage,2,80,Medium,2,Included for UK garage/bassline/funky/house adjacency that heavily informs modern house taste.,MusicBrainz Genre List,https://musicbrainz.org/genres,
Shimza,shimza,classic / canonical / global house,3-step; Afro / Organic / Global House; Afro House; Afro Tech; Amapiano; Amapiano-adjacent; Deep House; Gqom-adjacent; Organic House; South African House / Afro Tech / Amapiano-adjacent; Tribal House; afro house; afro melodic; afro-house adjacency for recommendation bridges; amapiano-adjacent; arabic/mena; club culture; deep/garage/tech/afro/melodic mix; identity/scene priors; organic; tribal,mixed,A_core_essential,1,100,High,3,canonical base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Ship Wrek,ship wrek,Emerging / Niche House Radar,Afro House; Deep Tech; Indie Dance; Melodic House; Tech House; UK House; bass/future house; commercial discovery bridge; house-pop; mainstage / commercial / future / bass house bridge,2020s,Niche / emerging / radar,3,60,Medium,2,Added to improve niche and modern-scene coverage beyond obvious headline artists.,Traxsource Top 500 2025,https://www.traxsource.com/list/160/top-artists-of-2025,metadata_enrichment_needed
Shit Robot,shit robot,Disco / Nu-Disco / Jackin / Balearic House,Balearic; French Touch; French touch / filter / nu-disco / disco house; Funky House; Indie Dance; Jackin House; Nu-Disco; disco edits; filter house; french house; nu-disco,1990s-2020s,Core + tastemaker scene coverage,2,80,Medium,2,Included for house-adjacent disco/funk/Balearic and crate-digging scenes that shape modern house taste.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Sho Madjozi,sho madjozi,amapiano / 3-step / afro-club adjacent,afro-house adjacency for recommendation bridges,2010s-2020s,F_house_adjacent_expansion,5,25,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_afro,https://musicbrainz.org/genre/07041357-bba4-415f-8b9b-5423ae05f907,metadata_enrichment_needed
